Node name, sub deadline ratio, DSP, Shared mem, Const mem, data mem
multiply_2040, 0.41, 2, None, None, None, None
read_u4_r_68_1x128, 0.20, None, None, 5, None, None
add_2174, 0.46, 2, None, None, None, None
multiply_2041, 0.25, 2, None, None, None, None
read_u4_r_69_1x128, 0.46, None, None, 5, None, None
add_2175, 0.33, 2, None, None, None, None
multiply_2042, 0.39, 2, None, None, None, None
read_u4_r_70_1x128, 0.43, None, None, 5, None, None
add_2176, 0.33, 2, None, None, None, None
multiply_2043, 0.32, 2, None, None, None, None
read_u4_r_71_1x128, 0.26, None, None, 5, None, None
add_2177, 0.30, 2, None, None, None, None
multiply_2044, 0.34, 2, None, None, None, None
read_u4_r_72_1x128, 0.46, None, None, 5, None, None
add_2178, 0.38, 2, None, None, None, None
multiply_2045, 0.24, 2, None, None, None, None
read_u4_r_73_1x128, 0.28, None, None, 5, None, None
add_2179, 0.20, 2, None, None, None, None
multiply_2046, 0.17, 2, None, None, None, None
read_u4_r_74_1x128, 0.28, None, None, 5, None, None
add_2180, 0.23, 2, None, None, None, None
multiply_2047, 0.41, 2, None, None, None, None
read_u4_r_75_1x128, 0.40, None, None, 5, None, None
add_2181, 0.11, 2, None, None, None, None
multiply_2048, 0.39, 2, None, None, None, None
read_u4_r_76_1x128, 0.47, None, None, 5, None, None
add_2182, 0.38, 2, None, None, None, None
multiply_2049, 0.45, 2, None, None, None, None
read_u4_r_77_1x128, 0.17, None, None, 5, None, None
add_2183, 0.42, 2, None, None, None, None
multiply_2050, 0.19, 2, None, None, None, None
read_u4_r_78_1x128, 0.25, None, None, 5, None, None
add_2184, 0.40, 2, None, None, None, None
multiply_2051, 0.38, 2, None, None, None, None
read_u4_r_79_1x128, 0.13, None, None, 5, None, None
add_2185, 0.45, 2, None, None, None, None
multiply_2052, 0.46, 2, None, None, None, None
read_u4_r_80_1x128, 0.19, None, None, 5, None, None
add_2186, 0.30, 2, None, None, None, None
multiply_2053, 0.47, 2, None, None, None, None
read_u4_r_81_1x128, 0.35, None, None, 5, None, None
add_2187, 0.45, 2, None, None, None, None
multiply_2054, 0.22, 2, None, None, None, None
read_u4_r_82_1x128, 0.25, None, None, 5, None, None
add_2188, 0.20, 2, None, None, None, None
multiply_2055, 0.18, 2, None, None, None, None
read_u4_r_83_1x128, 0.29, None, None, 5, None, None
add_2189, 0.44, 2, None, None, None, None
multiply_2056, 0.25, 2, None, None, None, None
read_u4_r_84_1x128, 0.50, None, None, 5, None, None
add_2190, 0.28, 2, None, None, None, None
multiply_2057, 0.34, 2, None, None, None, None
read_u4_r_85_1x128, 0.44, None, None, 5, None, None
add_2191, 0.29, 2, None, None, None, None
multiply_2058, 0.21, 2, None, None, None, None
read_u4_r_86_1x128, 0.23, None, None, 5, None, None
add_2192, 0.49, 2, None, None, None, None
multiply_2059, 0.28, 2, None, None, None, None
read_u4_r_87_1x128, 0.10, None, None, 5, None, None
add_2193, 0.26, 2, None, None, None, None
multiply_2060, 0.21, 2, None, None, None, None
read_u4_r_88_1x128, 0.50, None, None, 5, None, None
add_2194, 0.34, 2, None, None, None, None
multiply_2061, 0.26, 2, None, None, None, None
read_u4_r_89_1x128, 0.50, None, None, 5, None, None
add_2195, 0.21, 2, None, None, None, None
multiply_2062, 0.25, 2, None, None, None, None
read_u4_r_90_1x128, 0.30, None, None, 5, None, None
add_2196, 0.14, 2, None, None, None, None
multiply_2063, 0.18, 2, None, None, None, None
read_u4_r_91_1x128, 0.28, None, None, 5, None, None
add_2197, 0.19, 2, None, None, None, None
multiply_2064, 0.21, 2, None, None, None, None
read_u4_r_92_1x128, 0.35, None, None, 5, None, None
add_2198, 0.23, 2, None, None, None, None
multiply_2065, 0.21, 2, None, None, None, None
read_u4_r_93_1x128, 0.33, None, None, 5, None, None
add_2199, 0.23, 2, None, None, None, None
multiply_2066, 0.45, 2, None, None, None, None
read_u4_r_94_1x128, 0.37, None, None, 5, None, None
add_2200, 0.28, 2, None, None, None, None
multiply_2067, 0.37, 2, None, None, None, None
read_u4_r_95_1x128, 0.33, None, None, 5, None, None
add_2201, 0.48, 2, None, None, None, None
multiply_2068, 0.15, 2, None, None, None, None
read_u4_r_96_1x128, 0.27, None, None, 5, None, None
add_2202, 0.27, 2, None, None, None, None
multiply_2069, 0.12, 2, None, None, None, None
read_u4_r_97_1x128, 0.37, None, None, 5, None, None
add_2203, 0.27, 2, None, None, None, None
multiply_2070, 0.29, 2, None, None, None, None
read_u4_r_98_1x128, 0.44, None, None, 5, None, None
add_2204, 0.38, 2, None, None, None, None
multiply_2071, 0.34, 2, None, None, None, None
read_u4_r_99_1x128, 0.43, None, None, 5, None, None
add_2205, 0.35, 2, None, None, None, None
multiply_2072, 0.32, 2, None, None, None, None
read_u4_r_100_1x128, 0.31, None, None, 5, None, None
add_2206, 0.29, 2, None, None, None, None
multiply_2073, 0.29, 2, None, None, None, None
read_u4_r_101_1x128, 0.19, None, None, 5, None, None
add_2207, 0.17, 2, None, None, None, None
multiply_2074, 0.37, 2, None, None, None, None
read_u4_r_102_1x128, 0.28, None, None, 5, None, None
add_2208, 0.13, 2, None, None, None, None
multiply_2075, 0.43, 2, None, None, None, None
read_u4_r_103_1x128, 0.44, None, None, 5, None, None
add_2209, 0.12, 2, None, None, None, None
multiply_2076, 0.10, 2, None, None, None, None
read_u4_r_104_1x128, 0.34, None, None, 5, None, None
add_2210, 0.39, 2, None, None, None, None
multiply_2077, 0.14, 2, None, None, None, None
read_u4_r_105_1x128, 0.48, None, None, 5, None, None
add_2211, 0.15, 2, None, None, None, None
multiply_2078, 0.19, 2, None, None, None, None
read_u4_r_106_1x128, 0.21, None, None, 5, None, None
add_2212, 0.18, 2, None, None, None, None
multiply_2079, 0.20, 2, None, None, None, None
read_u4_r_107_1x128, 0.23, None, None, 5, None, None
add_2213, 0.10, 2, None, None, None, None
multiply_2080, 0.33, 2, None, None, None, None
read_u4_r_108_1x128, 0.17, None, None, 5, None, None
add_2214, 0.14, 2, None, None, None, None
multiply_2081, 0.36, 2, None, None, None, None
read_u4_r_109_1x128, 0.47, None, None, 5, None, None
add_2215, 0.31, 2, None, None, None, None
multiply_2082, 0.50, 2, None, None, None, None
read_u4_r_110_1x128, 0.36, None, None, 5, None, None
add_2216, 0.27, 2, None, None, None, None
multiply_2083, 0.19, 2, None, None, None, None
read_u4_r_111_1x128, 0.50, None, None, 5, None, None
add_2217, 0.12, 2, None, None, None, None
multiply_2084, 0.31, 2, None, None, None, None
read_u4_r_112_1x128, 0.43, None, None, 5, None, None
add_2218, 0.38, 2, None, None, None, None
multiply_2085, 0.31, 2, None, None, None, None
read_u4_r_113_1x128, 0.45, None, None, 5, None, None
add_2219, 0.17, 2, None, None, None, None
multiply_2086, 0.33, 2, None, None, None, None
read_u4_r_114_1x128, 0.32, None, None, 5, None, None
add_2220, 0.46, 2, None, None, None, None
multiply_2087, 0.12, 2, None, None, None, None
read_u4_r_115_1x128, 0.50, None, None, 5, None, None
add_2221, 0.25, 2, None, None, None, None
multiply_2088, 0.19, 2, None, None, None, None
read_u4_r_116_1x128, 0.42, None, None, 5, None, None
add_2222, 0.16, 2, None, None, None, None
multiply_2089, 0.18, 2, None, None, None, None
read_u4_r_117_1x128, 0.37, None, None, 5, None, None
add_2223, 0.26, 2, None, None, None, None
multiply_2090, 0.21, 2, None, None, None, None
read_u4_r_118_1x128, 0.23, None, None, 5, None, None
add_2224, 0.41, 2, None, None, None, None
multiply_2091, 0.10, 2, None, None, None, None
read_u4_r_119_1x128, 0.25, None, None, 5, None, None
add_2225, 0.24, 2, None, None, None, None
multiply_2092, 0.37, 2, None, None, None, None
read_u4_r_120_1x128, 0.31, None, None, 5, None, None
add_2226, 0.46, 2, None, None, None, None
multiply_2093, 0.42, 2, None, None, None, None
read_u4_r_121_1x128, 0.39, None, None, 5, None, None
add_2227, 0.46, 2, None, None, None, None
multiply_2094, 0.20, 2, None, None, None, None
read_u4_r_122_1x128, 0.34, None, None, 5, None, None
add_2228, 0.36, 2, None, None, None, None
multiply_2095, 0.19, 2, None, None, None, None
read_u4_r_123_1x128, 0.11, None, None, 5, None, None
add_2229, 0.12, 2, None, None, None, None
multiply_2096, 0.41, 2, None, None, None, None
read_u4_r_124_1x128, 0.20, None, None, 5, None, None
add_2230, 0.17, 2, None, None, None, None
multiply_2097, 0.23, 2, None, None, None, None
read_u4_r_125_1x128, 0.11, None, None, 5, None, None
add_2231, 0.41, 2, None, None, None, None
multiply_2098, 0.17, 2, None, None, None, None
read_u4_r_126_1x128, 0.16, None, None, 5, None, None
multiply_2099, 0.19, 2, None, None, None, None
read_u4_r_127_1x128, 0.22, None, None, 5, None, None
write_u4_r_sig_in, 0.19, None, None, None, 3, None
read_w4_h_0_1x128, 0.11, None, None, 5, None, None
multiply_2100, 0.42, 2, None, None, None, None
add_2233, 0.39, 2, None, None, None, None
read_w4_h_1_1x128, 0.14, None, None, 5, None, None
add_2234, 0.36, 2, None, None, None, None
multiply_2101, 0.49, 2, None, None, None, None
read_w4_h_2_1x128, 0.28, None, None, 5, None, None
add_2235, 0.23, 2, None, None, None, None
multiply_2102, 0.14, 2, None, None, None, None
read_w4_h_3_1x128, 0.17, None, None, 5, None, None
add_2236, 0.43, 2, None, None, None, None
multiply_2103, 0.49, 2, None, None, None, None
read_w4_h_4_1x128, 0.38, None, None, 5, None, None
add_2237, 0.37, 2, None, None, None, None
multiply_2104, 0.25, 2, None, None, None, None
read_w4_h_5_1x128, 0.26, None, None, 5, None, None
add_2238, 0.19, 2, None, None, None, None
multiply_2105, 0.45, 2, None, None, None, None
read_w4_h_6_1x128, 0.23, None, None, 5, None, None
add_2239, 0.33, 2, None, None, None, None
multiply_2106, 0.19, 2, None, None, None, None
read_w4_h_7_1x128, 0.12, None, None, 5, None, None
add_2240, 0.26, 2, None, None, None, None
multiply_2107, 0.42, 2, None, None, None, None
read_w4_h_8_1x128, 0.39, None, None, 5, None, None
add_2241, 0.13, 2, None, None, None, None
multiply_2108, 0.27, 2, None, None, None, None
read_w4_h_9_1x128, 0.33, None, None, 5, None, None
add_2242, 0.45, 2, None, None, None, None
multiply_2109, 0.48, 2, None, None, None, None
read_w4_h_10_1x128, 0.42, None, None, 5, None, None
add_2243, 0.25, 2, None, None, None, None
multiply_2110, 0.31, 2, None, None, None, None
read_w4_h_11_1x128, 0.19, None, None, 5, None, None
add_2244, 0.15, 2, None, None, None, None
multiply_2111, 0.33, 2, None, None, None, None
read_w4_h_12_1x128, 0.11, None, None, 5, None, None
add_2245, 0.41, 2, None, None, None, None
multiply_2112, 0.15, 2, None, None, None, None
read_w4_h_13_1x128, 0.23, None, None, 5, None, None
add_2246, 0.49, 2, None, None, None, None
multiply_2113, 0.38, 2, None, None, None, None
read_w4_h_14_1x128, 0.34, None, None, 5, None, None
add_2247, 0.30, 2, None, None, None, None
multiply_2114, 0.38, 2, None, None, None, None
read_w4_h_15_1x128, 0.43, None, None, 5, None, None
add_2248, 0.47, 2, None, None, None, None
multiply_2115, 0.40, 2, None, None, None, None
read_w4_h_16_1x128, 0.17, None, None, 5, None, None
add_2249, 0.12, 2, None, None, None, None
multiply_2116, 0.37, 2, None, None, None, None
read_w4_h_17_1x128, 0.28, None, None, 5, None, None
add_2250, 0.28, 2, None, None, None, None
multiply_2117, 0.23, 2, None, None, None, None
read_w4_h_18_1x128, 0.11, None, None, 5, None, None
add_2251, 0.37, 2, None, None, None, None
multiply_2118, 0.23, 2, None, None, None, None
read_w4_h_19_1x128, 0.33, None, None, 5, None, None
add_2252, 0.12, 2, None, None, None, None
multiply_2119, 0.24, 2, None, None, None, None
read_w4_h_20_1x128, 0.42, None, None, 5, None, None
add_2253, 0.47, 2, None, None, None, None
multiply_2120, 0.29, 2, None, None, None, None
read_w4_h_21_1x128, 0.38, None, None, 5, None, None
add_2254, 0.17, 2, None, None, None, None
multiply_2121, 0.44, 2, None, None, None, None
read_w4_h_22_1x128, 0.13, None, None, 5, None, None
add_2255, 0.42, 2, None, None, None, None
multiply_2122, 0.30, 2, None, None, None, None
read_w4_h_23_1x128, 0.15, None, None, 5, None, None
add_2256, 0.47, 2, None, None, None, None
multiply_2123, 0.22, 2, None, None, None, None
read_w4_h_24_1x128, 0.31, None, None, 5, None, None
add_2257, 0.38, 2, None, None, None, None
multiply_2124, 0.19, 2, None, None, None, None
read_w4_h_25_1x128, 0.14, None, None, 5, None, None
add_2258, 0.34, 2, None, None, None, None
multiply_2125, 0.33, 2, None, None, None, None
read_w4_h_26_1x128, 0.11, None, None, 5, None, None
add_2259, 0.29, 2, None, None, None, None
multiply_2126, 0.48, 2, None, None, None, None
read_w4_h_27_1x128, 0.10, None, None, 5, None, None
add_2260, 0.24, 2, None, None, None, None
multiply_2127, 0.46, 2, None, None, None, None
read_w4_h_28_1x128, 0.28, None, None, 5, None, None
add_2261, 0.28, 2, None, None, None, None
multiply_2128, 0.19, 2, None, None, None, None
read_w4_h_29_1x128, 0.36, None, None, 5, None, None
add_2262, 0.44, 2, None, None, None, None
multiply_2129, 0.48, 2, None, None, None, None
read_w4_h_30_1x128, 0.38, None, None, 5, None, None
add_2263, 0.24, 2, None, None, None, None
multiply_2130, 0.32, 2, None, None, None, None
read_w4_h_31_1x128, 0.22, None, None, 5, None, None
add_2264, 0.31, 2, None, None, None, None
multiply_2131, 0.15, 2, None, None, None, None
read_w4_h_32_1x128, 0.38, None, None, 5, None, None
add_2265, 0.34, 2, None, None, None, None
multiply_2132, 0.29, 2, None, None, None, None
read_w4_h_33_1x128, 0.42, None, None, 5, None, None
add_2266, 0.13, 2, None, None, None, None
multiply_2133, 0.41, 2, None, None, None, None
read_w4_h_34_1x128, 0.25, None, None, 5, None, None
add_2267, 0.24, 2, None, None, None, None
multiply_2134, 0.12, 2, None, None, None, None
read_w4_h_35_1x128, 0.14, None, None, 5, None, None
add_2268, 0.23, 2, None, None, None, None
multiply_2135, 0.31, 2, None, None, None, None
read_w4_h_36_1x128, 0.21, None, None, 5, None, None
add_2269, 0.30, 2, None, None, None, None
multiply_2136, 0.17, 2, None, None, None, None
read_w4_h_37_1x128, 0.11, None, None, 5, None, None
add_2270, 0.28, 2, None, None, None, None
multiply_2137, 0.40, 2, None, None, None, None
read_w4_h_38_1x128, 0.20, None, None, 5, None, None
add_2271, 0.20, 2, None, None, None, None
multiply_2138, 0.40, 2, None, None, None, None
read_w4_h_39_1x128, 0.31, None, None, 5, None, None
add_2272, 0.35, 2, None, None, None, None
multiply_2139, 0.27, 2, None, None, None, None
read_w4_h_40_1x128, 0.27, None, None, 5, None, None
add_2273, 0.30, 2, None, None, None, None
multiply_2140, 0.31, 2, None, None, None, None
read_w4_h_41_1x128, 0.29, None, None, 5, None, None
add_2274, 0.15, 2, None, None, None, None
multiply_2141, 0.25, 2, None, None, None, None
read_w4_h_42_1x128, 0.28, None, None, 5, None, None
add_2275, 0.24, 2, None, None, None, None
multiply_2142, 0.49, 2, None, None, None, None
read_w4_h_43_1x128, 0.50, None, None, 5, None, None
add_2276, 0.12, 2, None, None, None, None
multiply_2143, 0.46, 2, None, None, None, None
read_w4_h_44_1x128, 0.23, None, None, 5, None, None
add_2277, 0.46, 2, None, None, None, None
multiply_2144, 0.46, 2, None, None, None, None
read_w4_h_45_1x128, 0.40, None, None, 5, None, None
add_2278, 0.24, 2, None, None, None, None
multiply_2145, 0.44, 2, None, None, None, None
read_w4_h_46_1x128, 0.29, None, None, 5, None, None
add_2279, 0.45, 2, None, None, None, None
multiply_2146, 0.48, 2, None, None, None, None
read_w4_h_47_1x128, 0.37, None, None, 5, None, None
add_2280, 0.38, 2, None, None, None, None
multiply_2147, 0.18, 2, None, None, None, None
read_w4_h_48_1x128, 0.14, None, None, 5, None, None
add_2281, 0.45, 2, None, None, None, None
multiply_2148, 0.34, 2, None, None, None, None
read_w4_h_49_1x128, 0.31, None, None, 5, None, None
add_2282, 0.36, 2, None, None, None, None
multiply_2149, 0.16, 2, None, None, None, None
read_w4_h_50_1x128, 0.26, None, None, 5, None, None
add_2283, 0.19, 2, None, None, None, None
multiply_2150, 0.24, 2, None, None, None, None
read_w4_h_51_1x128, 0.26, None, None, 5, None, None
add_2284, 0.16, 2, None, None, None, None
multiply_2151, 0.29, 2, None, None, None, None
read_w4_h_52_1x128, 0.41, None, None, 5, None, None
add_2285, 0.20, 2, None, None, None, None
multiply_2152, 0.17, 2, None, None, None, None
read_w4_h_53_1x128, 0.34, None, None, 5, None, None
add_2286, 0.31, 2, None, None, None, None
multiply_2153, 0.45, 2, None, None, None, None
read_w4_h_54_1x128, 0.29, None, None, 5, None, None
add_2287, 0.48, 2, None, None, None, None
multiply_2154, 0.35, 2, None, None, None, None
read_w4_h_55_1x128, 0.23, None, None, 5, None, None
add_2288, 0.38, 2, None, None, None, None
multiply_2155, 0.14, 2, None, None, None, None
read_w4_h_56_1x128, 0.37, None, None, 5, None, None
add_2289, 0.16, 2, None, None, None, None
multiply_2156, 0.14, 2, None, None, None, None
read_w4_h_57_1x128, 0.21, None, None, 5, None, None
add_2290, 0.42, 2, None, None, None, None
multiply_2157, 0.10, 2, None, None, None, None
read_w4_h_58_1x128, 0.39, None, None, 5, None, None
add_2291, 0.22, 2, None, None, None, None
multiply_2158, 0.50, 2, None, None, None, None
read_w4_h_59_1x128, 0.50, None, None, 5, None, None
add_2292, 0.48, 2, None, None, None, None
multiply_2159, 0.39, 2, None, None, None, None
read_w4_h_60_1x128, 0.29, None, None, 5, None, None
add_2293, 0.37, 2, None, None, None, None
multiply_2160, 0.23, 2, None, None, None, None
read_w4_h_61_1x128, 0.20, None, None, 5, None, None
